,id,title,genres,keywords,budget,revenue,popularity,vote_average,vote_count,runtime,release_date,original_language,production_countries,production_companies,cast,crew
676,2118,L.A. Confidential,"['Crime', 'Drama', 'Mystery', 'Thriller']","['corruption', 'detective', 'shotgun', 'morgue', 'f word', 'domestic violence', 'corpse', 'crime', 'district attorney', 'movie star', 'switchblade', 'call girl', '1950s']",35000000,126216940,24.86,7.70,1310,138,1997,en,['United States of America'],"['Regency Enterprises', 'Wolper Organization', 'Warner Bros.']","['Kevin Spacey', 'Guy Pearce', 'Danny DeVito', 'James Cromwell', 'Kim Basinger', 'Russell Crowe', 'David Strathairn', 'Ron Rifkin', 'Matt McCoy', 'Paul Guilfoyle']",['Curtis Hanson']
677,2119,Days of Thunder,['Adventure'],"['stock-car-race', 'car crash']",60000000,157920733,16.28,5.90,353,107,1990,en,['United States of America'],"['Paramount Pictures', 'Don Simpson/Jerry Bruckheimer Films']","['Tom Cruise', 'Robert Duvall', 'Nicole Kidman', 'Randy Quaid', 'Cary Elwes', 'Fred Dalton Thompson', 'John C. Reilly', 'J.C. Quinn', 'Don Simpson', 'Michael Rooker']",['Tony Scott']
678,2122,The Whole Ten Yards,"['Comedy', 'Thriller', 'Crime']",['hitman'],40000000,26155781,14.73,5.50,278,98,2004,en,['United States of America'],"['Cheyenne Enterprises', 'Franchise Pictures', 'MHF Zweite Academy Film', 'Eclipse Catering', 'Nine Yards Two Productions', 'Nine Yards Productions']","['Bruce Willis', 'Matthew Perry', 'Amanda Peet', 'Kevin Pollak', 'Frank Collison', 'Johnny Messner', 'Natasha Henstridge', 'Tasha Smith', 'Silas Weir Mitchell', 'Elisa Gallay']",['Howard Deutch']
679,2123,"Me, Myself & Irene",['Comedy'],"['schizophrenia', 'ex-cop', 'aftercreditsstinger', 'duringcreditsstinger']",51000000,149270999,39.00,6.10,927,116,2000,en,['United States of America'],"['Twentieth Century Fox Film Corporation', 'Conundrum Entertainment']","['Jim Carrey', 'Renée Zellweger', 'Anthony Anderson', 'Robert Forster', 'Richard Jenkins', 'Zen Gesner', 'Mongo Brownlee', 'Jerod Mixon', 'Chris Cooper', 'Cam Neely']","['Bobby Farrelly', 'Peter Farrelly']"
680,2133,The Perfect Storm,['Drama'],"['u.s. air force', 'grocery', 'male camaraderie', 'storm at sea']",120000000,325756637,25.75,6.20,597,130,2000,en,['United States of America'],"['Warner Bros.', 'Baltimore Spring Creek Productions', 'Radiant Productions']","['George Clooney', 'Mark Wahlberg', 'Diane Lane', 'John C. Reilly', 'William Fichtner', 'Bob Gunton', 'Karen Allen', 'Allen Payne', 'Mary Elizabeth Mastrantonio', 'John Hawkes']",['Wolfgang Petersen']
681,2135,The Time Machine,"['Science Fiction', 'Adventure', 'Action']","['future', 'time machine']",80000000,123729176,25.98,5.80,631,96,2002,en,['United States of America'],"['DreamWorks SKG', 'Warner Bros.']","['Guy Pearce', 'Mark Addy', 'Phyllida Law', 'Sienna Guillory', 'Laura Kirk', 'Josh Stamberg', 'John W. Momrow', 'Max Baker', 'Jeffrey M. Meyer', 'Jeremy Irons']",['Simon Wells']
682,2140,Kiss of the Dragon,"['Action', 'Crime', 'Thriller']","['paris', 'prostitute', 'drug']",25000000,64437847,16.94,6.40,298,98,2001,en,"['France', 'United States of America']","['Twentieth Century Fox Film Corporation', 'Current Entertainment', 'Immortal Entertainment', 'Canal+', 'EuropaCorp', 'Quality Growth International Ltd.']","['Jet Li', 'Bridget Fonda', 'Tchéky Karyo', 'Max Ryan', 'Ric Young', 'Burt Kwouk', 'Laurence Ashley', 'Cyril Raffaelli', 'Didier Azoulay', 'John Forgeham']",['Chris Nahon']
683,2142,Cop Land,"['Action', 'Crime', 'Drama']","['corruption', 'new jersey', 'handcuffs', 'fbi', 'bridge', 'police', 'burned alive', 'murder', 'car crash', 'independent film', 'bad cop', 'arson', 'dirty cop', 'internal affairs', 'car accident', 'new york city', 'violence', 'nypd', 'world trade center', 'corrupt cop']",15000000,44862187,19.28,6.60,382,104,1997,en,['United States of America'],"['Miramax Films', 'Across the River Productions', 'Woods Entertainment']","['Sylvester Stallone', 'Harvey Keitel', 'Ray Liotta', 'Robert De Niro', 'Michael Rapaport', 'Annabella Sciorra', 'Peter Berg', 'Robert Patrick', 'Arthur J. Nascarella', 'John Spencer']",['James Mangold']
684,2148,The Cotton Club,"['Music', 'Drama', 'Crime', 'Romance']","['jazz', 'jazz musician', 'musical', 'mafia']",58000000,25928721,8.59,6.60,68,127,1984,en,['United States of America'],"['Orion Pictures', 'PSO International', 'Totally Independent']","['Richard Gere', 'Gregory Hines', 'Diane Lane', 'Lonette McKee', 'Bob Hoskins', 'James Remar', 'Nicolas Cage', 'Allen Garfield', 'Fred Gwynne', 'Gwen Verdon']",['Francis Ford Coppola']
685,2155,Reindeer Games,['Thriller'],"['prison', 'robbery', 'role reversal', 'extramarital affair']",42000000,32168970,11.47,5.40,173,124,2000,en,['United States of America'],"['Dimension Films', 'Marty Katz Productions']","['Ben Affleck', 'Gary Sinise', 'Charlize Theron', 'Dennis Farina', 'Donal Logue', 'Danny Trejo', 'Isaac Hayes', 'James Frain', 'Dana Stubblefield', 'Mark Acheson']",['John Frankenheimer']
686,2157,Lost in Space,"['Adventure', 'Family', 'Science Fiction']","['time travel', 'sabotage', 'deep space explorer']",80000000,136159423,17.46,5.00,388,130,1998,en,['United States of America'],"['New Line Cinema', 'Irwin Allen Productions', 'Prelude Pictures', 'Saltire Entertainment']","['Gary Oldman', 'William Hurt', 'Matt LeBlanc', 'Mimi Rogers', 'Heather Graham', 'Lacey Chabert', 'Jack Johnson', 'Jared Harris', 'Mark Goddard', 'Lennie James']",['Stephen Hopkins']
687,2163,Breakdown,"['Drama', 'Action', 'Thriller']","['california', 'bank', 'ransom', 'car breakdown', 'kidnapping', 'donut', 'highway', 'barn', 'vacation', 'stranded', 'deception', 'murder', 'suspense', 'redneck', 'diner', 'extortion', 'captive', 'car chase', 'desert', 'moving', 'trucker']",36000000,50159144,9.18,6.60,198,95,1997,en,['United States of America'],"['Paramount Pictures', 'Dino De Laurentiis Company', 'Spelling Films']","['Kurt Russell', 'J. T. Walsh', 'Kathleen Quinlan', 'M.C. Gainey', 'Jack Noseworthy', 'Rex Linn', 'Ritch Brinkley', 'Moira Harris', 'Kim Robillard', 'Thomas Kopache']",['Jonathan Mostow']
688,2176,The Glass House,"['Drama', 'Thriller']","['california', 'brother sister relationship', 'loss of parents', 'suspense', 'psychological thriller', 'orphan', 'car accident']",30000000,23619609,9.45,5.40,201,106,2001,en,['United States of America'],['Original Film'],"['Leelee Sobieski', 'Diane Lane', 'Stellan Skarsgård', 'Bruce Dern', 'Kathy Baker', 'Trevor Morgan', 'Chris Noth', ""Michael O'Keefe"", ""Gavin O'Connor"", 'Vyto Ruginis']",['Daniel Sackheim']
689,2196,Death at a Funeral,"['Comedy', 'Drama']","['brother brother relationship', 'farewell', 'father son relationship', 'age difference', 'parents kids relationship', 'secret', 'sadness', 'coffin', 'funeral', 'surprise', 'lsd', 'studies', 'drug trip', 'arrogance', 'female corpse']",9000000,46,20.41,6.90,497,90,2007,en,['United Kingdom'],"['Sidney Kimmel Entertainment', 'Parabolic Pictures', 'Stable Way Entertainment', 'Target Media Entertainment', 'VIP 2 Medienfonds', 'VIP 1 Medienfonds']","['Matthew Macfadyen', 'Keeley Hawes', 'Andy Nyman', 'Ewen Bremner', 'Daisy Donovan', 'Alan Tudyk', 'Jane Asher', 'Kris Marshall', 'Rupert Graves', 'Peter Vaughan']",['Frank Oz']
690,2207,16 Blocks,"['Action', 'Adventure', 'Crime', 'Thriller']","['mission of murder', 'male bonding', 'doing the right thing']",55000000,65664721,32.31,6.20,661,105,2006,en,"['United States of America', 'Germany']","[""Donners' Company"", 'Cheyenne Enterprises', 'Alcon Entertainment', 'Nu Image Entertainment GmbH', 'Millennium Films', 'Emmett/Furla Films', 'Equity Pictures Medienfonds GmbH & Co. KG III', '16 Block Productions']","['Bruce Willis', 'Yasiin Bey', 'David Morse', 'Jenna Stern', 'David Zayas', 'Casey Sander', 'Cylk Cozart', 'Robert Racki', 'Patrick Garrow', 'Sasha Roiz']",['Richard Donner']
691,2211,Aimee & Jaguar,"['Drama', 'History', 'Romance']","['berlin', 'jew', 'forbidden love', 'lesbian relationship', 'homosexuality', 'lesbian interest']",0,0,2.83,6.30,20,125,1999,de,['Germany'],[],"['Maria Schrader', 'Juliane Köhler', 'Johanna Wokalek', 'Heike Makatsch', 'Elisabeth Degen', 'Detlev Buck', 'Inge Keller', 'Kyra Mladeck', 'Peter Weck', 'Rosel Zech']",['Max Färberböck']
692,2251,Unfaithful,"['Thriller', 'Drama']","['adultery', 'infidelity', 'eroticism', 'literature', 'lover', 'new york city', 'erotic thriller']",50000000,119137784,14.38,6.30,276,124,2002,en,['United States of America'],"['Regency Enterprises', 'Fox 2000 Pictures', 'Epsilon Motion Pictures', 'Unfaithful Filmproduktion GmbH & Co. KG']","['Richard Gere', 'Diane Lane', 'Olivier Martinez', 'Erik Per Sullivan', 'Zeljko Ivanek', 'Dominic Chianese', 'Kate Burton', 'Chad Lowe', 'Gary Basaraba', 'Myra Lucretia Taylor']",['Adrian Lyne']
693,2252,Eastern Promises,"['Thriller', 'Crime', 'Mystery']","['london england', 'gay', 'male nudity', 'female nudity', 'father son relationship', 'sex', 'jealousy', 'underworld', 'undercover', 'hitman', 'russian', 'diary', 'human trafficking', 'murder', 'mother daughter relationship', 'orphan', 'gangster', 'motorcycle']",51500000,55112356,35.48,7.20,848,100,2007,en,"['United Kingdom', 'United States of America', 'Canada']","['BBC Films', 'Serendipity Point Films', 'Téléfilm Canada', 'Astral Media', 'Scion Films', 'Focus Features', 'Corus Entertainment', 'Shine Pictures', 'Kudos Film and Television']","['Naomi Watts', 'Viggo Mortensen', 'Vincent Cassel', 'Armin Mueller-Stahl', 'Sinéad Cusack', 'Donald Sumpter', 'Jerzy Skolimowski', 'Josef Altin', 'Mina E. Mina', 'Aleksander Mikic']",['David Cronenberg']
694,2253,Valkyrie,"['Drama', 'Thriller', 'History', 'War']","['berlin', 'suicide', 'bomb', 'assassination', 'resistance', 'wife husband relationship', 'world war ii', 'adolf hitler', 'plan', 'friendship', 'deception', 'treason', 'colonel', 'military officer', 'plot', 'medal', 'violence']",75000000,200276000,38.83,6.70,1173,121,2008,en,"['Germany', 'United States of America']","['United Artists', 'Achte Babelsberg Film', 'Metro-Goldwyn-Mayer (MGM)', 'Bad Hat Harry Productions']","['Tom Cruise', 'Carice van Houten', 'Kenneth Branagh', 'Bill Nighy', 'Terence Stamp', 'Tom Wilkinson', 'Eddie Izzard', 'David Bamber', 'Thomas Kretschmann', 'David Schofield']",['Bryan Singer']
695,2255,Chasing Amy,"['Comedy', 'Drama', 'Romance']","['new jersey', 'coming out', ""love of one's life"", 'bisexuality', 'menage a trois', 'comic book', 'independent film', 'lesbian', 'best friend']",250000,12021272,20.60,6.70,433,113,1997,en,['United States of America'],"['Miramax Films', 'View Askew Productions']","['Ben Affleck', 'Joey Lauren Adams', 'Jason Lee', 'Dwight Ewell', 'Jason Mewes', 'Kevin Smith', 'Ethan Suplee', 'Scott Mosier', 'Casey Affleck', 'Matt Damon']",['Kevin Smith']
696,2266,"Paris, je t'aime","['Drama', 'Romance']","['paris', 'jazz', 'subway', 'new love', 'immigration', 'nanny', 'tourist', 'woman director']",13000000,4857367,10.57,6.80,207,120,2006,fr,['France'],"['Filmazure', 'Pirol Stiftung', 'Victoires International']","['Steve Buscemi', 'Natalie Portman', 'Willem Dafoe', 'Maggie Gyllenhaal', 'Axel Kiener', 'Julie Bataille', 'Bruno Podalydès', 'Florence Muller', 'Fanny Ardant', 'Leïla Bekhti']","['Isabel Coixet', 'Christopher Doyle', 'Tom Tykwer', 'Joel Coen', 'Ethan Coen', 'Richard LaGravenese', 'Wes Craven', 'Gus Van Sant', 'Vincenzo Natali', 'Gurinder Chadha', 'Walter Salles', 'Alfonso Cuarón', 'Alexander Payne', 'Gérard Depardieu', 'Sylvain Chomet', 'Bruno Podalydès', 'Frédéric Auburtin', 'Olivier Assayas', 'Nobuhiro Suwa', 'Oliver Schmitz', 'Daniela Thomas']"
697,2268,The Golden Compass,"['Adventure', 'Fantasy']","['england', 'compass', 'experiment', 'lordship', 'uncle', 'polar bear', 'orphan', 'animal', 'based on young adult novel']",180000000,372234864,42.99,5.80,1303,113,2007,en,"['United Kingdom', 'United States of America']","['New Line Cinema', 'Ingenious Film Partners', 'Depth of Field', 'Scholastic Productions']","['Dakota Blue Richards', 'Nicole Kidman', 'Daniel Craig', 'Sam Elliott', 'Eva Green', 'Freddie Highmore', 'Ian McKellen', 'Ben Walker', 'Ian McShane', 'Kristin Scott Thomas']",['Chris Weitz']
698,2270,Stardust,"['Adventure', 'Fantasy', 'Romance', 'Family']","['witch', 'based on novel', 'new love', 'prince', 'beauty', 'star', 'kingdom', 'wall', 'royalty', 'unrequited love', 'good vs evil']",70000000,135560026,48.03,7.10,1184,127,2007,en,"['Iceland', 'United Kingdom', 'United States of America']","['Paramount Pictures', 'Ingenious Film Partners', 'Di Bonaventura Pictures', 'Marv Films', 'Vaughn Productions']","['Claire Danes', 'Charlie Cox', 'Michelle Pfeiffer', 'Robert De Niro', 'Sienna Miller', 'Ricky Gervais', 'Jason Flemyng', 'Mark Strong', 'Rupert Everett', ""Peter O'Toole""]",['Matthew Vaughn']
699,2275,The General's Daughter,"['Crime', 'Drama', 'Mystery', 'Thriller']","['suicide', 'detective', 'based on novel', 'bondage', 'general', 'paranoia', 'nudity', 'u.s. army', 'investigation', 'politics', 'cover-up', 'murder', 'betrayal', 'conspiracy', 'gang rape', 'father daughter relationship', 'videotape', 'military law']",60000000,149705852,18.35,6.10,205,116,1999,en,"['Germany', 'United States of America']","['Paramount Pictures', 'MFP Munich Film Partners GmbH & Company I. Produktions KG', 'Krane Entertainment', 'Neufeld Rehme Productions']","['John Travolta', 'Madeleine Stowe', 'James Cromwell', 'Timothy Hutton', 'Leslie Stefanson', 'Daniel von Bargen', 'Clarence Williams III', 'James Woods', 'John Beasley', 'Boyd Kestner']",['Simon West']
700,2277,Bicentennial Man,"['Comedy', 'Science Fiction']","['android', 'hologram', 'freedom', 'futuristic', 'robot']",100000000,93700000,24.94,6.90,963,131,1999,en,"['Germany', 'United States of America']","['Laurence Mark Productions', '1492 Pictures', 'Columbia Pictures Corporation', 'Touchstone Pictures', 'Radiant Productions']","['Robin Williams', 'Sam Neill', 'Embeth Davidtz', 'Oliver Platt', 'Kiersten Warren', 'Wendy Crewson', 'Bradley Whitford', 'Lindze Letherman', 'Angela Landis', 'John Michael Higgins']",['Chris Columbus']
701,2280,Big,"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']","['baseball', 'co-worker', 'bronx', 'new toy', 'woman director']",18000000,151668774,20.72,6.90,993,104,1988,en,['United States of America'],"['Gracie Films', 'Twentieth Century Fox Film Corporation', 'American Entertainment Partners II L.P.']","['Tom Hanks', 'Elizabeth Perkins', 'Robert Loggia', 'John Heard', 'Jared Rushton', 'David Moscow', 'Jon Lovitz', 'Mercedes Ruehl', 'Josh Clark', 'Allan Wasserman']",['Penny Marshall']
702,2287,Rize,['Documentary'],"['street gang', 'hip-hop', 'dance', 'fight', 'breakdance', 'ghetto', 'musical', 'clowning', 'gang', 'los angeles']",0,0,1.62,5.90,13,86,2005,en,['United States of America'],"['David LaChapelle Studios', 'HSI Productions', 'Darkfibre Entertainment Ltd.', 'Got Films']","['Christopher Toler', 'Tommy the Clown', 'Miss Prissy', 'Dragon', 'Ceasare Willis', 'La Niña', 'Larry Berry', 'Kevin Richardson']",['David LaChapelle']
703,2288,Closer,"['Drama', 'Romance']","['father son relationship', 'love at first sight', 'photographer', 'loss of lover', 'cheating', 'lie', 'forbidden love', 'tea', 'lover', 'kiss', 'photography', 'secret love', 'times square', 'liar', 'based on play', 'death of father', 'falling in love']",27000000,115505027,22.64,6.70,811,104,2004,en,['United States of America'],['Columbia Pictures'],"['Julia Roberts', 'Jude Law', 'Natalie Portman', 'Clive Owen', 'Colin Stinton', 'Nick Hobbs', 'Steve Benham', 'Elizabeth Bower', 'Ray Donn', 'Daniel Dresner']",['Mike Nichols']
704,2289,Cold Mountain,['Drama'],"['loss of lover', 'loss of family', 'deserter', 'loss of father', ""love of one's life""]",79000000,173013509,24.60,6.70,533,154,2003,en,"['United States of America', 'United Kingdom', 'Romania', 'Italy']","['Miramax Films', 'Mirage Enterprises', 'Castel Film Romania', 'Bona Fide Productions', 'Cattleya']","['Jude Law', 'Nicole Kidman', 'Renée Zellweger', 'Eileen Atkins', 'Brendan Gleeson', 'Philip Seymour Hoffman', 'Natalie Portman', 'Emily Deschanel', 'Giovanni Ribisi', 'Donald Sutherland']",['Anthony Minghella']
705,2290,Jakob the Liar,"['Comedy', 'Drama', 'History']","['jewry', 'schutzstaffel', 'jewish life']",0,0,8.96,6.00,90,120,1999,en,"['France', 'Hungary', 'United States of America']","['Columbia Pictures', 'Global Entertainment Productions GmbH & Company Medien KG', 'Blue Wolf', 'Kasso Inc. Productions']","['Robin Williams', 'Armin Mueller-Stahl', 'Hannah Taylor-Gordon', 'Éva Igó', 'István Bálint', 'Justus von Dohnányi', 'Kathleen Gati', 'Bob Balaban', 'Alan Arkin', 'Michael Jeter']",['Peter Kassovitz']
706,2292,Clerks,['Comedy'],"['salesclerk', 'loser', 'aftercreditsstinger']",27000,3151130,19.75,7.40,755,92,1994,en,['United States of America'],"['Miramax Films', 'View Askew Productions']","[""Brian O'Halloran"", 'Jeff Anderson', 'Jason Mewes', 'Kevin Smith', 'Lisa Spoonhauer', 'Marilyn Ghigliotti', 'Scott Mosier', 'Walt Flanagan', 'Scott Schiaffo', 'David Klein']",['Kevin Smith']
707,2293,Mallrats,"['Romance', 'Comedy']","['sex', 'game show', 'slacker', 'mall', 'ex-boyfriend ex-girlfriend relationship', 'jay and silent bob', 'aftercreditsstinger']",6000000,2122561,16.14,6.80,392,94,1995,en,['United States of America'],"['Gramercy Pictures', 'Alphaville Films', 'View Askew Productions']","['Jason Lee', 'Jeremy London', 'Shannen Doherty', 'Claire Forlani', 'Ben Affleck', 'Joey Lauren Adams', 'Michael Rooker', 'Jason Mewes', 'Kevin Smith', 'Priscilla Barnes']",['Kevin Smith']
708,2294,Jay and Silent Bob Strike Back,['Comedy'],"['film making', 'jay and silent bob', 'indiana jones spoof scene']",22000000,33788161,21.87,6.40,480,104,2001,en,['United States of America'],"['Dimension Films', 'View Askew Productions', 'Miramax']","['Kevin Smith', 'Jason Mewes', 'Ben Affleck', 'Jeff Anderson', ""Brian O'Halloran"", 'Shannon Elizabeth', 'Eliza Dushku', 'Ali Larter', 'Jennifer Schwalbach Smith', 'Will Ferrell']",['Kevin Smith']
709,2295,Clerks II,['Comedy'],"['independent film', 'aftercreditsstinger', 'duringcreditsstinger']",5000000,26888376,18.08,6.90,398,97,2006,en,['United States of America'],"['The Weinstein Company', 'View Askew Productions']","[""Brian O'Halloran"", 'Jeff Anderson', 'Jason Mewes', 'Kevin Smith', 'Rosario Dawson', 'Jennifer Schwalbach Smith', 'Ben Affleck', 'Trevor Fehrman', 'Scott Mosier', 'Jason Lee']",['Kevin Smith']
710,2300,Space Jam,"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']","['sport', 'basketball', 'doctor', 'basketball team']",80000000,250200000,36.13,6.50,1288,88,1996,en,['United States of America'],"['Warner Bros. Family Entertainment', 'Northern Lights Entertainment', 'Courtside Seats Productions']","['Michael Jordan', 'Wayne Knight', 'Billy West', 'Dee Bradley Baker', 'Theresa Randle', 'Danny DeVito', 'Brandon Hammond', 'Larry Bird', 'Bill Murray', 'Charles Barkley']",['Joe Pytka']
711,2309,Inkheart,"['Adventure', 'Family', 'Fantasy']","['book', 'fairy tale', 'eavesdropping', 'adventure', ""writer's block""]",60000000,57490374,27.02,6.00,592,106,2008,en,"['Germany', 'United Kingdom', 'United States of America']","['New Line Cinema', 'Internationale Filmproduktion Blackbird Erste']","['Brendan Fraser', 'Sienna Guillory', 'Andy Serkis', 'Eliza Bennett', 'Paul Bettany', 'Jim Broadbent', 'Helen Mirren', 'Matt King', 'Rafi Gavron', 'Marnix Van Den Broeke']",['Iain Softley']
